product_id,product_name,category,cost
2686,LED Smart Watch,Electronics,485
2687,Mechanical Smart Watch,Accessories,955
2688,Wireless Fitness Tracker,Peripherals,1020
2689,Portable Fitness Tracker,Storage,843
2690,Professional Fitness Tracker,Accessories,388
2691,Premium Fitness Tracker,Accessories,1050
2692,Smart Fitness Tracker,Networking,705
2693,Digital Fitness Tracker,Electronics,739
2694,Compact Fitness Tracker,Electronics,227
2695,Advanced Fitness Tracker,Accessories,1429
2696,Ergonomic Fitness Tracker,Office Supplies,1127
2697,Business Fitness Tracker,Networking,1358
2698,Classic Fitness Tracker,Furniture,323
2699,Ultra Fitness Tracker,Accessories,495
2700,Essential Fitness Tracker,Accessories,1074
2701,Modern Fitness Tracker,Peripherals,1206
2702,High Speed Fitness Tracker,Networking,907
2703,Rechargeable Fitness Tracker,Accessories,209
2704,Bluetooth Fitness Tracker,Electronics,1338
2705,USB Fitness Tracker,Accessories,1155
2706,LED Fitness Tracker,Office Supplies,1341
2707,Mechanical Fitness Tracker,Furniture,558
2708,Wireless Mobile Charger,Storage,505
2709,Portable Mobile Charger,Storage,1133
2710,Professional Mobile Charger,Electronics,594
2711,Premium Mobile Charger,Office Supplies,675
2712,Smart Mobile Charger,Storage,499
2713,Digital Mobile Charger,Networking,1243
2714,Compact Mobile Charger,Storage,174
2715,Advanced Mobile Charger,Accessories,573
2716,Ergonomic Mobile Charger,Electronics,237
2717,Business Mobile Charger,Furniture,1109
2718,Classic Mobile Charger,Accessories,519
2719,Ultra Mobile Charger,Accessories,1278
2720,Essential Mobile Charger,Peripherals,1420
2721,Modern Mobile Charger,Storage,1015
2722,High Speed Mobile Charger,Storage,276
2723,Rechargeable Mobile Charger,Electronics,1297
2724,Bluetooth Mobile Charger,Peripherals,350
2725,USB Mobile Charger,Storage,125
2726,LED Mobile Charger,Storage,253
2727,Mechanical Mobile Charger,Networking,374
2728,Wireless Phone Case,Office Supplies,1017
2729,Portable Phone Case,Accessories,1178
2730,Professional Phone Case,Office Supplies,1018
2731,Premium Phone Case,Furniture,1255
2732,Smart Phone Case,Electronics,779
2733,Digital Phone Case,Storage,1425
2734,Compact Phone Case,Peripherals,956
2735,Advanced Phone Case,Office Supplies,467
2736,Ergonomic Phone Case,Electronics,806
2737,Business Phone Case,Peripherals,937
2738,Classic Phone Case,Furniture,1188
2739,Ultra Phone Case,Networking,1410
2740,Essential Phone Case,Accessories,47
2741,Modern Phone Case,Office Supplies,485
2742,High Speed Phone Case,Office Supplies,875
2743,Rechargeable Phone Case,Office Supplies,1385
2744,Bluetooth Phone Case,Networking,1338
2745,USB Phone Case,Peripherals,818
2746,LED Phone Case,Furniture,314
2747,Mechanical Phone Case,Electronics,328
2748,Wireless Tablet Cover,Networking,1442
2749,Portable Tablet Cover,Office Supplies,874
2750,Professional Tablet Cover,Furniture,1292
2751,Premium Tablet Cover,Electronics,1006
2752,Smart Tablet Cover,Office Supplies,354
2753,Digital Tablet Cover,Networking,775
2754,Compact Tablet Cover,Electronics,1221
2755,Advanced Tablet Cover,Electronics,1228
2756,Ergonomic Tablet Cover,Electronics,871
2757,Business Tablet Cover,Peripherals,1455
2758,Classic Tablet Cover,Storage,1032
2759,Ultra Tablet Cover,Accessories,964
2760,Essential Tablet Cover,Electronics,141
2761,Modern Tablet Cover,Peripherals,735
2762,High Speed Tablet Cover,Peripherals,631
2763,Rechargeable Tablet Cover,Storage,1126
2764,Bluetooth Tablet Cover,Office Supplies,1321
2765,USB Tablet Cover,Storage,796
2766,LED Tablet Cover,Networking,796
2767,Mechanical Tablet Cover,Peripherals,634
2768,Wireless Earbuds,Furniture,466
2769,Portable Earbuds,Furniture,470
2770,Professional Earbuds,Electronics,1244
2771,Premium Earbuds,Networking,982
2772,Smart Earbuds,Peripherals,873
2773,Digital Earbuds,Accessories,145
2774,Compact Earbuds,Peripherals,580
2775,Advanced Earbuds,Electronics,364
2776,Ergonomic Earbuds,Networking,280
2777,Business Earbuds,Peripherals,1166
2778,Classic Earbuds,Accessories,1389
2779,Ultra Earbuds,Peripherals,456
2780,Essential Earbuds,Peripherals,1299
2781,Modern Earbuds,Accessories,396
2782,High Speed Earbuds,Office Supplies,1243
2783,Rechargeable Earbuds,Electronics,864
2784,Bluetooth Earbuds,Office Supplies,776
2785,USB Earbuds,Office Supplies,299
2786,LED Earbuds,Networking,1119
2787,Mechanical Earbuds,Furniture,1094
2788,Wireless Soundbar,Networking,76
2789,Portable Soundbar,Office Supplies,593
2790,Professional Soundbar,Furniture,334
2791,Premium Soundbar,Storage,227
2792,Smart Soundbar,Electronics,1152
2793,Digital Soundbar,Networking,188
2794,Compact Soundbar,Accessories,634
2795,Advanced Soundbar,Networking,286
2796,Ergonomic Soundbar,Electronics,1262
2797,Business Soundbar,Accessories,145
2798,Classic Soundbar,Storage,362
2799,Ultra Soundbar,Peripherals,1471
2800,Essential Soundbar,Furniture,433
2801,Modern Soundbar,Accessories,69
2802,High Speed Soundbar,Electronics,535
2803,Rechargeable Soundbar,Accessories,966
2804,Bluetooth Soundbar,Accessories,177
2805,USB Soundbar,Networking,823
2806,LED Soundbar,Electronics,840
2807,Mechanical Soundbar,Peripherals,1040
2808,Wireless TV,Storage,796
2809,Portable TV,Accessories,529
2810,Professional TV,Peripherals,60
2811,Premium TV,Storage,900
2812,Smart TV,Accessories,381
2813,Digital TV,Accessories,797
2814,Compact TV,Storage,951
2815,Advanced TV,Electronics,646
2816,Ergonomic TV,Accessories,875
2817,Business TV,Storage,505
2818,Classic TV,Accessories,931
2819,Ultra TV,Peripherals,653
2820,Essential TV,Networking,172
2821,Modern TV,Peripherals,791
2822,High Speed TV,Peripherals,1439
2823,Rechargeable TV,Accessories,1288
2824,Bluetooth TV,Furniture,1377
2825,USB TV,Networking,972
2826,LED TV,Networking,765
2827,Mechanical TV,Office Supplies,1240
2828,Wireless Digital Camera,Electronics,466
2829,Portable Digital Camera,Electronics,1442
2830,Professional Digital Camera,Furniture,1373
2831,Premium Digital Camera,Electronics,1322
2832,Smart Digital Camera,Networking,1033
2833,Digital Digital Camera,Electronics,718
2834,Compact Digital Camera,Electronics,1487
2835,Advanced Digital Camera,Peripherals,892
2836,Ergonomic Digital Camera,Peripherals,925
2837,Business Digital Camera,Storage,1046
2838,Classic Digital Camera,Peripherals,515
2839,Ultra Digital Camera,Electronics,31
2840,Essential Digital Camera,Storage,779
2841,Modern Digital Camera,Accessories,1409
2842,High Speed Digital Camera,Storage,1319
2843,Rechargeable Digital Camera,Furniture,285
2844,Bluetooth Digital Camera,Office Supplies,1012
2845,USB Digital Camera,Furniture,121
2846,LED Digital Camera,Accessories,828
2847,Mechanical Digital Camera,Furniture,549
2848,Wireless Security Camera,Office Supplies,1234
2849,Portable Security Camera,Accessories,107
2850,Professional Security Camera,Storage,775
2851,Premium Security Camera,Storage,52
2852,Smart Security Camera,Furniture,452
2853,Digital Security Camera,Accessories,28
2854,Compact Security Camera,Peripherals,37
2855,Advanced Security Camera,Accessories,1213
2856,Ergonomic Security Camera,Networking,1014
2857,Business Security Camera,Networking,857
2858,Classic Security Camera,Office Supplies,550
2859,Ultra Security Camera,Storage,519
2860,Essential Security Camera,Furniture,1028
2861,Modern Security Camera,Office Supplies,384
2862,High Speed Security Camera,Office Supplies,1394
2863,Rechargeable Security Camera,Office Supplies,332
2864,Bluetooth Security Camera,Peripherals,455
2865,USB Security Camera,Furniture,808
2866,LED Security Camera,Electronics,1365
2867,Mechanical Security Camera,Office Supplies,104
2868,Wireless Barcode Scanner,Accessories,1288
2869,Portable Barcode Scanner,Peripherals,1250
2870,Professional Barcode Scanner,Furniture,180
2871,Premium Barcode Scanner,Networking,1415
2872,Smart Barcode Scanner,Electronics,301
2873,Digital Barcode Scanner,Networking,286
2874,Compact Barcode Scanner,Storage,274
2875,Advanced Barcode Scanner,Accessories,1346
2876,Ergonomic Barcode Scanner,Furniture,281
2877,Business Barcode Scanner,Electronics,625
2878,Classic Barcode Scanner,Networking,926
2879,Ultra Barcode Scanner,Peripherals,1146
2880,Essential Barcode Scanner,Networking,458
2881,Modern Barcode Scanner,Peripherals,887
2882,High Speed Barcode Scanner,Storage,771
2883,Rechargeable Barcode Scanner,Office Supplies,783
2884,Bluetooth Barcode Scanner,Peripherals,1473
2885,USB Barcode Scanner,Electronics,274
2886,LED Barcode Scanner,Furniture,456
2887,Mechanical Barcode Scanner,Electronics,754
2888,Wireless POS Terminal,Office Supplies,1005
2889,Portable POS Terminal,Furniture,475
2890,Professional POS Terminal,Networking,1034
2891,Premium POS Terminal,Networking,1277
2892,Smart POS Terminal,Office Supplies,543
2893,Digital POS Terminal,Networking,1116
2894,Compact POS Terminal,Furniture,566
2895,Advanced POS Terminal,Networking,941
2896,Ergonomic POS Terminal,Office Supplies,1058
2897,Business POS Terminal,Electronics,1369
2898,Classic POS Terminal,Furniture,921
2899,Ultra POS Terminal,Accessories,1323
2900,Essential POS Terminal,Furniture,290
2901,Modern POS Terminal,Electronics,536
2902,High Speed POS Terminal,Electronics,1465
2903,Rechargeable POS Terminal,Accessories,512
2904,Bluetooth POS Terminal,Storage,863
2905,USB POS Terminal,Peripherals,885
2906,LED POS Terminal,Electronics,459
2907,Mechanical POS Terminal,Office Supplies,279
2908,Wireless Label Printer,Peripherals,313
2909,Portable Label Printer,Furniture,379
2910,Professional Label Printer,Networking,954
2911,Premium Label Printer,Furniture,328
2912,Smart Label Printer,Office Supplies,673
2913,Digital Label Printer,Peripherals,677
2914,Compact Label Printer,Networking,1454
2915,Advanced Label Printer,Electronics,1129
2916,Ergonomic Label Printer,Storage,211
2917,Business Label Printer,Storage,986
2918,Classic Label Printer,Storage,701
2919,Ultra Label Printer,Office Supplies,1283
2920,Essential Label Printer,Electronics,742
2921,Modern Label Printer,Peripherals,399
2922,High Speed Label Printer,Peripherals,226
2923,Rechargeable Label Printer,Office Supplies,69
2924,Bluetooth Label Printer,Office Supplies,1305
2925,USB Label Printer,Peripherals,931
2926,LED Label Printer,Furniture,631
2927,Mechanical Label Printer,Peripherals,481
2928,Wireless Paper Shredder,Electronics,1124
2929,Portable Paper Shredder,Networking,1015
2930,Professional Paper Shredder,Office Supplies,1384
2931,Premium Paper Shredder,Peripherals,554
2932,Smart Paper Shredder,Furniture,575
2933,Digital Paper Shredder,Electronics,1499
2934,Compact Paper Shredder,Networking,1394
2935,Advanced Paper Shredder,Peripherals,519
2936,Ergonomic Paper Shredder,Networking,1016
2937,Business Paper Shredder,Storage,1450
2938,Classic Paper Shredder,Office Supplies,711
2939,Ultra Paper Shredder,Networking,1105
2940,Essential Paper Shredder,Networking,307
2941,Modern Paper Shredder,Office Supplies,367
2942,High Speed Paper Shredder,Furniture,1417
2943,Rechargeable Paper Shredder,Accessories,777
2944,Bluetooth Paper Shredder,Networking,1305
2945,USB Paper Shredder,Furniture,131
2946,LED Paper Shredder,Accessories,58
2947,Mechanical Paper Shredder,Peripherals,196
2948,Wireless Calculator,Accessories,336
2949,Portable Calculator,Accessories,613
2950,Professional Calculator,Storage,766
2951,Premium Calculator,Electronics,1439
2952,Smart Calculator,Storage,452
2953,Digital Calculator,Storage,594
2954,Compact Calculator,Networking,322
2955,Advanced Calculator,Storage,132
2956,Ergonomic Calculator,Storage,880
2957,Business Calculator,Peripherals,39
2958,Classic Calculator,Accessories,882
2959,Ultra Calculator,Storage,1118
2960,Essential Calculator,Office Supplies,1002
2961,Modern Calculator,Networking,641
2962,High Speed Calculator,Accessories,901
2963,Rechargeable Calculator,Storage,907
2964,Bluetooth Calculator,Storage,820
2965,USB Calculator,Office Supplies,712
2966,LED Calculator,Furniture,185
2967,Mechanical Calculator,Peripherals,798
2968,Wireless Whiteboard,Furniture,1325
2969,Portable Whiteboard,Electronics,1228
2970,Professional Whiteboard,Peripherals,356
2971,Premium Whiteboard,Networking,1183
2972,Smart Whiteboard,Accessories,650
2973,Digital Whiteboard,Furniture,580
2974,Compact Whiteboard,Furniture,1421
2975,Advanced Whiteboard,Office Supplies,1190
2976,Ergonomic Whiteboard,Accessories,673
2977,Business Whiteboard,Peripherals,425
2978,Classic Whiteboard,Furniture,815
2979,Ultra Whiteboard,Office Supplies,737
2980,Essential Whiteboard,Peripherals,929
2981,Modern Whiteboard,Electronics,396
2982,High Speed Whiteboard,Networking,627
2983,Rechargeable Whiteboard,Accessories,365
2984,Bluetooth Whiteboard,Networking,1279
2985,USB Whiteboard,Accessories,591
2986,LED Whiteboard,Peripherals,1131
2987,Mechanical Whiteboard,Peripherals,1248
2988,Wireless Keyboard S18,Networking,925
2989,Portable Keyboard T18,Furniture,967
2990,Professional Keyboard U18,Office Supplies,1023
2991,Premium Keyboard V18,Office Supplies,156
2992,Smart Keyboard W18,Accessories,1428
2993,Digital Keyboard X18,Electronics,1077
2994,Compact Keyboard Y18,Storage,1018
2995,Advanced Keyboard Z18,Storage,1396
2996,Ergonomic Keyboard A19,Peripherals,445
2997,Business Keyboard B19,Storage,900
2998,Classic Keyboard C19,Accessories,1287
2999,Ultra Keyboard D19,Electronics,1008
3000,Essential Keyboard E19,Office Supplies,181
